Gene	WT-Com1	WT-Com2	WT-Com3	WT-Q1	WT-Q2	WT-Q3	p53-Com1	p53-Com2	p53-Com3	p53-Q1	p53-Q2	p53-Q3
Wdr91	7.2842	7.85931	7.77122	4.66653	4.78957	5.30257	5.62966	5.8486	5.80322	6.9913	6.89575	6.79503
Wdr92	4.21185	4.37636	4.08403	11.6178	11.387	11.0961	7.22064	7.28048	7.16254	11.2906	10.8839	11.2049
Wdr93	0.222684	0.191396	0.128425	0.0812453	0.0672705	0.0299482	0.145531	0.214717	0.26178	0.204138	0.145637	0.125701
Wdr95	0.0205009	0	0	0	0	0	0	0	0	0.00894929	0	0
Wdsub1	8.04771	8.11008	8.87095	3.3532	3.09782	3.93286	8.76941	8.36596	8.57146	5.22877	5.46437	4.62204
Wdtc1	18.9883	18.7564	18.7376	12.3044	12.1866	12.9706	8.03892	8.25674	8.21435	8.16662	8.36365	8.25561
Wdyhv1	12.8088	12.2477	12.204	9.32982	9.28668	9.9482	8.34108	8.08158	7.56024	6.41622	7.76379	7.49453
Wee1	9.46527	8.98953	8.51859	5.91075	5.87458	5.47747	10.1013	9.62076	9.45479	9.13433	8.91291	9.08588
Wee2	0	0	0	0	0.00887695	0	0.00823031	0	0	0	0	0
Wfdc1	0.0652908	0	0.020919	0	0	0	0	0	0	0	0	0
Wfdc12	0	0.100538	0.13492	0	0	0	0	0	0.0343774	0	0.0327863	0
Wfdc13	0	0	0	0	0	0	0	0	0	0	0	0.020572
Wfdc15a	0	0	0	0	0	0	0	0	0	0	0	0.0474127
Wfdc16	0	0	0	0	0	0	0	0	0	0	0	0.0197095
Wfdc2	0	0.0343172	0.03454	0	0	0	0	0	0	0	0	0
Wfdc21	1.80066	2.05245	1.61912	0.0605497	0.116981	0.0520789	0	0	0	0.0507126	0	0
Wfdc3	0.0620528	0.02963	0	0	0	0	0.4345	0.910496	0.486314	0.0812639	0.0289879	0.107777
Wfdc5	0	0	0	0	0	0	0	0	0.0107244	0	0	0.00950703
Wfdc8	0	0	0	0	0	0	0.0132696	0	0.0069619	0	0	0.0061716
Wfdc9	0	0	0	0	0	0.0844835	0	0	0	0	0	0
Wfikkn1	0.0902897	0.153291	0.144643	0.250985	0.333369	0.260846	0.327817	0.285992	0.334149	0.271521	0.271819	0.418189
Wfikkn2	0	0.0143258	0.0144188	0.00781863	0	0	0.0280102	0.0062888	0.00734776	0.0130968	0.0140154	0
Wfs1	1.52764	1.49979	1.65362	13.4167	14.3333	14.0806	7.35106	7.84075	7.08407	15.0262	15.5399	15.1015
Whamm	2.0476	2.5017	2.31874	2.29	1.87822	2.17031	2.30638	2.83588	2.63935	3.351	2.9122	2.94447
Whrn	2.64464	2.70759	2.80286	3.8764	4.30857	4.27633	3.36937	3.09855	3.36577	4.07341	4.04619	4.09693
Whsc1	17.3355	17.4459	17.542	29.7871	30.0998	29.4398	18.7722	18.7364	18.7118	25.8444	25.5405	25.6171
Whsc1l1	13.9692	14.1809	14.1565	20.3818	20.0695	19.8672	8.24448	8.23056	8.39312	12.9994	12.7483	12.7806
Wif1	0.397171	0.379296	0.305406	0.0236582	0	0	0.0105944	0	0.0111167	0.00990729	0	0.00985474
Wipf1	8.91904	9.04652	8.66504	12.5553	11.9998	12.5606	0.780488	0.861658	0.751152	1.38535	1.39297	1.41038
Wipf2	5.24991	5.00403	5.42319	5.30486	5.7726	5.56062	5.28324	4.93025	5.3335	5.40888	5.40613	5.29577
Wipf3	0	0.0057794	0.00581691	0	0	0	0.0565001	0.040593	0.0355713	0.0158507	0.0282708	0.0105111
Wipi1	40.5778	38.5109	39.6625	9.283	9.75688	9.01375	11.5822	12.01	12.5784	13.3493	14.7304	14.0932
Wipi2	18.6763	17.9289	17.6264	38.0893	37.9927	39.0422	24.5665	24.5333	24.9427	46.1792	46.4218	45.1547
Wisp1	12.2497	12.5402	12.1152	47.4015	47.6311	46.584	35.7567	36.0072	35.5392	41.7439	42.2863	42.8248
Wisp2	0.702332	0.670723	0.702631	0.149413	0.187631	0.141361	1.55229	1.30994	1.64285	0	0.0267832	0.024895
Wisp3	0.143535	0.171344	0.293176	0.31795	0.216803	0.403697	0.455361	0.481391	0.317614	0.440254	0.435841	0.342789
Wiz	21.8336	21.3484	21.6028	28.6927	29.3188	28.9896	23.7133	24.2486	23.547	31.803	32.2904	32.2429
Wls	56.6151	55.1403	57.1731	60.5468	58.7099	60.0325	63.3877	64.1002	61.7656	50.1889	51.1012	50.6531
Wnk1	43.4128	44.0725	43.4768	36.1316	35.9881	35.8304	52.5066	51.8596	52.9405	55.2613	55.6433	55.9605
Wnk2	0.00292837	0.00559314	0.00281472	0.00305258	0.00294876	0	0	0.0024553	0	0	0	0
Wnk3	0.119714	0.0901518	0.128795	0.0379093	0.0606813	0.0342083	0.808255	0.860139	0.792385	0.761527	0.718905	0.814153
Wnk4	1.31256	1.21249	1.19677	0.530671	0.518801	0.577413	1.70644	1.84106	1.8206	1.18879	1.45554	1.26238
Wnt1	0	0	0	0	0	0	0.020036	0.080972	0.073583	0.0468413	0.060152	0.0559114
Wnt10a	0.0908166	0.0619495	0.124703	0	0	0	0.981115	0.935502	0.991352	0.101942	0.181821	0.135202
Wnt10b	5.88345	5.32409	5.68807	1.07179	1.32293	1.40325	0.511957	0.450196	0.537195	0.398961	0.245492	0.367081
Wnt11	0.103843	0.175454	0.130525	0.0666142	0.0723924	0.0429712	0.111865	0.221018	0.266061	0.181324	0.208968	0.152614
Wnt16	0.0152711	0	0.0146785	0	0.0153775	0	0	0.0128041	0.0299203	0	0	0
Wnt2	0	0	0	0	0	0	0.0561529	0.0201717	0.0117842	0.0315066	0.0224776	0.0104465
Wnt2b	0.142411	0.115601	0.171105	0.259789	0.315486	0.280902	0.21273	0.191047	0.216242	0.24245	0.226192	0.247348
Wnt3	0	0	0	0	0	0	0	0.00684803	0	0	0.00763084	0
Wnt4	0.00665489	0.00635538	0.00639663	0	0.0335062	0.00596666	3.17489	2.75643	3.31837	0.331178	0.329535	0.3352
Wnt5a	50.0085	49.6175	50.8356	7.59911	7.03589	6.80727	2.48227	2.49267	2.29117	2.7581	2.79392	2.66264
Wnt5b	3.15384	3.33232	3.47373	0.829399	0.994252	0.996994	0.0447488	0.0964504	0.0751277	0.11717	0.116432	0.0915741
Wnt6	0.984203	1.0104	1.24164	0.115419	0.0247765	0.0220605	0.884408	1.0934	1.01237	0.139631	0.149425	0.128207
Wnt7a	0	0	0	0	0	0	1.3387	1.20897	1.29484	0.342694	0.306855	0.285223
Wnt7b	0	0	0	0	0	0.0051666	0.0860799	0.0579795	0.0846782	0.0553417	0.0484554	0.0500438
Wnt8a	0	0	0	0	0	0	0	0	0.0164079	0	0	0
Wnt8b	0	0	0	0	0	0	0.00703574	0	0.00738259	0	0.0140818	0.0130891
Wnt9a	0.0920132	0.0292907	0.0515913	0.039965	0.0617694	0.0549983	0.322143	0.302166	0.315489	0.214222	0.207755	0.299652
Wrap53	4.38788	4.34417	4.06282	5.34332	5.32375	5.69061	8.21822	7.54932	7.82149	11.3404	11.7847	11.9911
Wrb	4.30346	4.25656	4.1266	7.53007	7.94463	7.82706	8.08337	8.03265	7.29741	7.45176	7.02667	7.11859
Wrn	9.29898	9.55797	9.32887	4.51223	4.31063	4.39918	4.33526	4.2409	4.0921	3.96012	3.84314	3.67604
Wrnip1	23.015	23.3862	23.649	30.3855	31.7569	31.4357	13.9351	14.7109	14.4051	17.7394	18.8487	19.5103
Wsb1	42.4798	41.6097	40.848	34.2448	32.8363	32.6938	47.5399	49.8269	46.6484	51.4682	52.4831	52.8483
Wsb2	19.0918	19.5543	20.514	13.0732	14.0968	13.8493	32.729	33.3617	32.5208	21.9723	22.6645	22.3329
Wscd1	0	0	0	0	0	0	0	0	0	0	0	0.00806952
Wscd2	0.0467309	0.0382523	0.0449174	0.013918	0.00672235	0.0179564	0	0	0	0	0	0
Wt1	0	0	0	0	0	0	7.70502	7.48539	7.77049	5.02862	4.97388	4.87333
Wt1os	0	0	0	0	0	0	0.15268	0.267706	0.198351	0.25836	0.218274	0.189361
Wtap	12.2398	11.989	11.8803	20.0988	19.6459	19.8192	15.2846	14.9496	14.8067	16.322	17.3256	17.2362
Wtip	4.19039	4.68533	4.32797	4.42239	4.76996	4.79547	8.35899	7.98708	8.43961	7.61234	7.83014	7.73019
Wwc1	1.54262	1.72238	1.77045	7.66423	7.86727	7.7549	35.1382	34.1692	35.3141	46.9973	46.5506	47.3745
Wwc2	22.2861	22.2586	22.0482	13.6795	14.029	13.9783	16.836	17.7191	17.6759	21.4616	21.4313	21.2599
Wwox	7.48217	7.10225	6.43134	3.53453	3.53952	3.54673	3.64046	3.4684	3.41025	2.3189	1.90076	1.95325
Wwp1	10.851	10.2542	10.6216	14.4786	13.6947	13.5173	6.17855	6.36624	6.20687	5.48722	5.47696	5.33565
Wwp2	32.5969	32.2025	33.1484	28.528	28.6948	28.336	10.4865	10.1949	10.1651	7.94365	7.75678	7.99442
Wwtr1	31.2348	30.3469	29.2605	29.4869	28.7358	27.8755	22.5658	22.2323	21.6935	36.6012	35.2623	36.0409
Xab2	23.3231	23.9487	23.2104	26.221	27.2019	27.2111	15.1788	15.3115	15.7768	20.9149	20.4831	21.2119
Xaf1	0.636531	0.617235	0.593002	0.0714571	0.039444	0.0614603	3.37365	3.44853	3.45362	2.58201	2.55267	2.55131
Xbp1	22.9395	21.9609	21.222	14.2224	14.6508	14.0701	13.6047	13.2337	13.6209	18.0406	18.4174	17.9055
Xcl1	0	0	0.0487137	0	0	0	0	0	0	0	0	0
Xcr1	0.0171401	0.00545623	0.0164749	0.0119114	0.0172595	0.0204901	0	0.0143712	0.0111941	0.00498813	0	0
Xdh	48.4295	48.9513	48.4528	70.2278	70.9932	71.7588	13.3589	13.4213	13.6448	5.0981	4.84262	4.70235
Xiap	17.6026	17.1719	17.011	14.2547	13.5597	13.5907	17.2227	16.9836	16.9671	13.0123	13.5884	13.6823
Xirp2	0.00212527	0.00202962	0	0	0	0	0	0	0	0.0018555	0.00397128	0.00184565
Xist	128.815	128.786	127.557	295.182	285.07	284.273	268.28	266.08	265.919	288.272	284.954	291.855
Xk	0.085764	0.0578147	0.0824357	0.0210357	0.00508008	0.0361857	0.555783	0.532973	0.53376	0.53295	0.424213	0.508218
Xkr4	0	0	0	0	0	0	0.0130725	0.00587001	0.0205754	0.00611231	0.00654102	0
Xkr5	2.30654	2.08776	2.23529	0.667148	0.606175	0.704486	0.491026	0.451604	0.453156	0.381728	0.37298	0.401715
Xkr6	0.200565	0.220269	0.192781	0.313608	0.414022	0.449558	0	0.00840821	0.0196481	0	0.0374774	0
Xkr7	0	0	0	0	0	0	0	0	0	0.00819334	0	0
Xkr8	2.12514	1.97216	2.21	1.67085	1.52939	1.32945	1.76548	1.68619	1.64079	1.93924	1.9799	1.84554
Xkr9	0.0132096	0.0378452	0	0.0137699	0	0.0118435	0	0.0221512	0.0258812	0	0.0246834	0
Xkrx	0.0354094	0.0422697	0.0170176	0.101506	0.17828	0.134927	0.107441	0.185557	0.0953931	0.0231859	0.0165415	0.0153753
Xlr	0.0325341	0	0	0	0.0218405	0.0146151	0.0303742	0.00909276	0	0.0284043	0.0101322	0.0212275
Xlr3a	0.00151117	0	0	0	0	0	0	0.00126705	1.96E-18	0	0	0
Xlr3b	0.00378872	0	0	0	0	0	0	0.00317667	0.0082281	0.00366648	0	0
Xlr3c	0.0106227	0	0	0	0	0	0	0.00890664	0.0230697	0.0102799	0	0
Xlr5a	0	0	0	0	0	0	0	0	0	0	0	0.0133905
Xndc1	3.43142	3.4046	3.48773	5.90586	5.85125	5.90873	4.43523	4.16868	4.22062	6.5316	6.41496	6.22637
Xntrpc	0.100306	0.128692	0.133994	1.23319	1.33369	1.52571	0.267469	0.226144	0.276421	0.874209	1.20628	1.13635
Xpa	7.72573	6.64023	6.11998	4.22111	4.80186	5.25479	6.51644	7.25945	7.12476	6.4892	6.49632	6.84809
Xpc	5.75799	5.7196	5.87119	8.55792	8.83117	9.20084	8.91379	8.65716	8.49544	13.0203	12.5657	13.5839
Xpnpep1	36.9565	38.1652	37.4332	17.4421	17.4485	18.2231	30.2255	30.6817	31.0334	28.4062	28.6353	28.4571
Xpnpep2	0.0343899	0.0328421	0.0264442	0	0.0207777	0	0	0	0	0	0	0
Xpnpep3	5.3462	5.46599	5.41833	8.21194	8.11475	7.85963	8.32371	8.30589	8.45678	12.6162	11.7234	12.1874
Xpo1	73.6516	73.2559	71.5974	61.5741	58.0945	60.4851	83.633	84.7021	83.8745	77.5826	78.1986	78.6797
Xpo4	14.495	14.6862	14.541	34.6627	34.796	35.0079	16.7011	17.1591	17.3369	28.0287	27.1265	26.9978
Xpo5	28.9056	27.7881	28.5487	72.8052	74.4736	74.7601	55.6513	57.5189	58.0521	65.1991	66.9779	66.7119
Xpo6	13.9286	13.8678	14.1083	16.2508	16.3566	16.8547	15.8073	16.6621	15.8745	19.4784	19.899	18.9286
Xpo7	12.465	12.2929	12.2174	21.5247	21.2993	21.691	9.87154	10.1254	9.8735	14.575	14.6774	14.4933
Xpot	21.1256	21.2945	21.004	68.6069	68.5195	68.6678	55.4136	53.9827	54.2044	60.884	60.6337	61.6789
Xpr1	10.9435	10.9178	11.1037	11.3002	11.0833	11.368	7.93204	8.16072	8.02989	11.1859	11.3149	11.424
Xrcc1	13.5531	13.4054	12.7775	14.4234	14.8126	14.332	28.6795	28.2607	27.815	35.3436	35.7268	36.1096
Xrcc2	5.33364	5.39589	5.34724	7.40767	7.89683	7.79745	7.97912	8.02839	8.24068	13.1822	13.2935	13.0573
Xrcc3	3.96976	3.56403	4.05419	3.69631	3.85168	3.63338	4.77756	5.32207	5.37767	5.94791	6.42304	5.99716
Xrcc4	6.28229	6.48643	6.73402	7.3545	7.02159	6.98914	2.64089	2.44066	2.48108	1.90964	1.88993	1.97092
Xrcc5	11.4169	11.1597	11.2417	13.8414	13.8619	13.8862	16.5971	16.875	16.567	13.0005	13.0847	13.2601
Xrcc6	37.0126	36.8416	36.4789	100.134	99.1049	98.1189	46.6173	47.0043	44.6809	64.7652	64.1331	66.6281
Xrcc6bp1	4.10049	4.89493	4.5863	4.0607	4.48565	3.97723	3.81087	3.39118	3.61529	3.66134	3.70918	3.39913
Xrn1	7.65127	8.14378	7.69936	6.91013	7.17619	6.76682	7.63099	7.34092	7.16572	7.40405	7.45851	7.61197
Xrn2	39.7606	39.2412	39.3288	55.5385	53.391	53.6221	57.8543	56.4556	57.8787	63.4039	64.0458	62.628
Xrra1	0.232079	0.212399	0.27884	0.0302403	0.0292119	0.0260098	0.117364	0.040539	0.104204	0.0506548	0.0361385	0.0419885
Xxylt1	8.93851	9.5437	8.94535	5.57525	5.48446	5.71914	7.16932	7.20654	7.35451	6.46158	6.89187	6.93156
Xylb	2.78208	2.64465	2.61878	3.52009	3.61935	3.6756	3.20644	3.43729	3.50232	2.79186	2.73075	2.66597
Xylt1	2.3287	2.32678	2.08698	0.259161	0.283727	0.304636	0.0464221	0.0347421	0.0649475	0.00723522	0.0154854	0.0215906
Xylt2	7.42295	7.5785	7.49199	3.66365	3.83834	4.27032	6.65962	6.93402	7.22814	6.5326	6.7131	6.34309
Yae1d1	8.92234	8.67635	8.05654	18.4472	17.626	17.3535	7.9982	8.63571	8.7842	10.6988	10.9649	10.925
Yaf2	14.3672	15.2194	15.255	13.1917	12.511	12.0744	12.1941	12.1474	11.6447	15.4661	14.8792	16.0419
Yap1	28.0291	28.65	28.0561	23.5563	23.8061	24.2003	29.1305	28.6534	28.6002	27.4388	27.2768	27.4416
Yars	51.441	52.2876	51.4017	140.586	144.166	145.705	36.7778	36.2949	36.3101	54.7111	53.8672	55.4972
Yars2	7.63089	8.16011	7.82788	18.1984	18.435	18.1824	10.5517	10.3769	10.0668	11.7289	11.7278	12.3768
Ybey	1.02044	0.991583	0.93836	1.88636	1.87252	1.98377	0.746154	0.883851	0.882861	1.1961	1.09027	1.18348
Ybx1	485.272	482.861	482.054	367.163	356.969	354.558	247.208	251.89	253.411	185.442	187.188	191.064
Ybx2	0.016267	0.0155349	0	0	0	0.0291695	0.0455614	0	0	0.0142021	0.0151983	0.0565073
Ybx3	248.292	243.401	247.702	312.963	314.402	312.815	169.71	170.992	169.326	168.842	174.504	169.543
Ydjc	2.85247	2.66777	2.35122	2.50771	2.92714	2.70422	0.935711	0.614092	0.793024	0.854393	1.04444	1.06985
Yeats2	10.3721	9.58094	9.76638	13.5384	14.1385	13.9151	7.55204	7.82217	7.63591	7.87288	8.09814	7.99952
Yeats4	12.4317	12.6315	11.5324	17.5926	17.431	17.9018	16.448	15.7109	16.5508	15.8861	15.0926	16.0843
Yes1	11.1308	11.2678	10.6829	14.2791	12.9094	13.0488	12.7836	12.9337	12.4403	16.8422	16.9457	17.6398
Yif1a	23.09	22.7018	22.1612	9.41461	10.6559	10.5268	11.6456	12.0732	11.3851	5.34103	5.93854	5.2979
Yif1b	22.6839	22.7887	21.7395	12.9822	14.1979	14.0573	16.1119	16.6514	15.6426	12.0187	13.0071	11.8004
Yipf1	12.74	12.2403	13.1149	13.9625	14.4566	14.4421	12.1278	11.5695	12.0094	15.0041	14.8159	15.1918
Yipf2	7.15034	7.12601	6.87952	4.44142	4.44125	4.34193	4.87785	5.32232	4.92098	3.97331	3.6929	4.26241
Yipf3	30.58	28.6784	30.6069	16.108	17.096	17.6544	20.5195	20.0004	21.0289	22.5178	23.3379	23.6469
Yipf4	24.7737	26.233	25.4747	37.6986	36.5006	34.5099	26.08	25.5319	24.6549	36.2704	36.2625	37.0518
Yipf5	15.5337	15.471	15.3194	13.3344	12.8369	13.1535	15.2164	15.3141	15.4208	19.5131	19.1365	18.4799
Yipf6	5.99549	5.74437	5.78636	8.72623	8.34068	8.30473	5.30936	5.42942	5.19202	6.70983	6.98366	6.97201
Ykt6	24.4145	23.8356	24.247	42.4954	41.5777	41.5323	39.6229	40.6481	39.9361	61.8658	61.2149	63.4733
Ylpm1	12.5219	12.5801	12.547	27.0977	25.9212	25.687	15.1417	14.8782	15.2362	18.2522	18.4206	18.0109
Yme1l1	37.7367	36.4051	37.0426	32.7115	30.1474	30.2311	38.2194	37.9825	36.5703	47.5634	49.1106	48.4277
Yod1	2.33748	2.68274	2.37953	2.06005	2.04646	1.84072	3.00375	2.68249	2.63886	3.62472	3.61323	3.28411
Ypel1	0.583166	0.700683	0.681999	1.82951	1.95219	2.23412	0.452415	0.326238	0.395158	0.967475	1.05526	0.980931
Ypel2	2.88048	3.07301	3.00815	1.76372	1.65148	1.69381	4.16713	4.1645	4.31155	2.72327	2.66213	2.83954
Ypel3	17.0578	17.2822	17.464	8.73951	9.56147	9.68309	5.34604	5.93558	5.77529	6.83451	6.14004	5.8121
Ypel4	1.52244	1.22775	1.10565	0.423204	0.374744	0.515664	0.15793	0.255299	0.397717	0.295374	0.347701	0.323188
Ypel5	12.2464	11.3819	11.4899	18.2382	18.8413	18.2628	16.4174	16.7218	16.1148	26.8032	26.7693	27.3388
Yrdc	12.5898	12.8675	12.1485	34.7808	35.4774	35.3901	12.5641	13.4386	12.4297	17.5239	18.447	17.7864
Ythdc1	20.3013	19.0833	18.4012	28.811	28.1436	27.9005	19.4155	19.4966	18.4339	28.5522	28.9879	28.845
Ythdc2	2.4234	2.46476	2.39535	2.9809	2.9324	2.68338	4.32141	4.30425	4.16251	4.19629	4.09816	4.16702
Ythdf1	18.4053	17.5539	18.4159	28.8877	28.9313	28.105	37.6103	38.1225	37.4758	50.8266	52.0453	52.9539
Ythdf2	16.907	16.7062	16.8086	36.484	36.418	35.7932	14.6314	15.2847	14.8332	20.9485	20.2086	21.2491
Ythdf3	21.8169	21.3471	20.6893	35.4935	32.5256	31.9656	22.8138	23.7355	22.0389	26.333	26.6288	27.4001
Ywhab	66.0749	67.5227	65.4406	67.6256	69.9418	68.6618	119.422	121.579	121.034	125.06	123.527	124.501
Ywhae	265.839	261.498	258.3	263.536	261.453	262.036	274.344	274.683	273.104	233.687	235.836	237.732
Ywhag	47.4481	47.051	46.6892	114.308	116.911	114.726	85.6736	84.1447	85.7894	102.632	103.253	100.925
Ywhah	68.6809	67.7936	68.2752	60.8595	59.9371	59.3799	107.479	108.085	105.219	85.3102	90.2427	89.2917
Ywhaq	78.3265	76.9892	76.1444	107.152	105.717	108.496	120.103	116.798	121.878	123.377	133.901	134.838
Ywhaz	154.146	146.882	149.766	192.979	191.419	188.756	154.143	153.483	153.861	134.389	135.878	136.14
Yy1	25.4526	25.8021	25.6854	24.3297	24.1197	22.1333	23.3132	23.1949	23.3793	26.58	27.7283	27.5038
Yy2	2.19187	2.00847	2.05563	5.62422	5.28104	5.09995	4.83835	4.68745	4.44226	6.49242	6.54983	6.94349
Zadh2	9.9361	9.88399	10.2574	15.9077	15.3204	15.7909	13.6036	13.598	14.1466	10.7215	11.3733	10.4916
Zak	10.7939	10.7721	10.7535	14.4423	14.2099	14.167	12.3248	12.6655	12.7026	20.8738	20.8947	20.3868
Zan	0.0185243	0.0221133	0.0178054	0.0289651	0.0233167	0.0346013	0.0158534	0.0181204	0.00907358	0.00404323	0.00576908	0.00402178
Zap70	0	0	0	0	0	0	0	0	0	0	0.0262074	0
Zbed3	11.9195	11.6214	12.0657	11.3046	12.244	11.7624	12.9471	12.8425	12.4383	11.965	11.7819	12.7765
Zbed4	4.68775	4.7301	4.41219	14.2469	9.89833	14.3853	10.1907	10.2597	10.1003	13.9685	13.9062	13.9106
Zbed5	3.35492	3.54499	4.12934	5.90492	6.098	6.71394	3.50716	4.35811	3.74904	3.87709	4.66322	5.27652
Zbed6	21.5647	22.7292	22.4714	12.4685	12.3259	12.1228	19.1131	18.7924	19.3087	14.9012	14.4273	15.3297
Zbp1	0.482473	0.460759	0.576859	0.0490671	0.0236992	0.0527534	0.0329593	0.0789329	0.0230561	0	0.0329834	0.0306582
Zbtb1	3.76488	3.86966	3.50837	6.59195	6.59909	6.72817	8.68012	8.83869	8.4579	10.2955	10.7851	10.3849
Zbtb10	2.90684	2.96205	2.76457	9.35759	9.06016	9.25837	3.11897	3.17053	3.18238	7.55117	7.56059	7.16701
Zbtb11	6.2789	6.13838	6.18654	10.0661	9.72046	9.53381	5.42131	5.359	5.30241	7.72467	8.04219	8.06081
Zbtb11os1	0.612715	0.509131	0.499728	1.39434	1.24549	1.23441	0.180456	0.36954	0.234337	0.8203	0.686926	0.794581
Zbtb12	11.1472	11.0162	11.8473	9.36538	9.91248	9.82035	15.2354	17.4489	17.0187	13.9446	14.262	14.0633
Zbtb14	5.3381	3.72798	7.04476	5.60916	4.40515	6.36008	8.64823	9.38232	6.73252	5.9627	10.2548	10.4739
Zbtb17	9.85631	9.63327	9.73875	13.7691	13.916	14.1205	4.94528	5.15332	5.23286	5.54165	5.71456	6.0816
Zbtb18	2.81024	2.77417	2.70117	17.0885	17.3501	17.0525	7.457	6.24157	7.05339	17.1789	16.8435	17.0878
Zbtb2	2.98015	2.9439	2.9327	3.41886	3.509	3.03952	6.5583	6.8285	6.61901	7.89505	7.87425	7.87372
Zbtb20	3.56136	3.58355	3.43051	2.46965	2.34717	2.30915	1.71955	1.69807	1.84924	2.33531	2.17065	2.32293
Zbtb21	3.41142	3.07599	3.37258	6.54743	6.6572	6.2994	4.43757	5.03216	4.73924	6.78078	6.92418	6.82205
Zbtb22	8.26585	8.12683	7.74808	10.2136	10.3871	9.62471	10.4687	10.3099	10.1052	8.44351	8.90808	8.9496
Zbtb24	2.49498	2.52984	2.46651	2.53902	2.71525	2.56638	4.34331	4.45712	4.41229	6.46755	6.46161	6.41264
Zbtb25	8.26099	7.86186	8.38076	9.25318	9.34216	9.19097	4.78528	4.71768	5.2456	6.26238	6.00604	5.98052
Zbtb26	4.36667	4.27624	4.10435	8.93761	8.18131	8.2979	9.10962	8.68331	8.62176	12.2848	12.3386	12.5175
Zbtb3	1.5233	1.27877	1.53504	0.665901	1.05148	1.05737	1.14692	1.60682	1.27566	1.43719	1.62982	1.56826
Zbtb32	0.0286666	0.0547529	0.0413312	0.239061	0.202064	0.218467	0.0133818	0.0721069	0.0842488	0.0875971	0.107133	0.0746851
Zbtb33	6.58055	6.47499	6.45465	9.50134	9.03814	9.09834	10.1233	10.1369	9.66374	13.2613	13.4627	13.9158
Zbtb34	1.71486	1.91002	1.74462	2.45846	2.49127	2.65352	3.13008	3.09538	3.06921	5.17117	5.21706	5.28095
Zbtb37	3.43328	3.41642	3.53306	3.07349	3.02834	2.76687	4.2942	4.25204	4.31333	4.69641	4.54833	4.69426
Zbtb38	13.0946	13.42	13.5036	9.03336	9.38184	9.10381	7.91939	7.85252	8.3593	8.46036	8.31969	8.15817
Zbtb39	1.90278	1.92331	1.981	4.59991	4.58987	4.7538	5.05393	5.35979	5.41617	9.9488	9.64785	10.3565
Zbtb4	2.94933	2.90354	3.09742	1.85415	1.74198	1.71137	4.21075	4.16599	4.3164	4.37202	4.47512	4.39119
Zbtb40	3.44905	3.47625	3.43421	7.68115	7.89725	8.1131	3.28944	3.30711	3.38229	7.63156	7.70412	7.5235
Zbtb41	6.29499	6.4882	6.38116	13.5205	12.9779	12.581	7.70073	7.84694	7.25473	12.1208	11.8367	12.4211
Zbtb42	0.446216	0.523935	0.674989	0.122005	0.162051	0.104936	0.68977	0.619464	0.623449	0.440666	0.498912	0.393861
Zbtb43	3.69452	3.96271	3.75777	6.25372	6.23731	5.92115	6.14235	6.14078	6.10726	10.1219	10.0004	10.016
Zbtb44	4.69338	4.91792	4.77881	8.558	8.29272	8.21031	5.33843	5.4009	5.31207	9.00481	8.94714	9.02175
Zbtb45	2.59172	2.91786	2.79967	2.03243	1.93937	2.34501	4.71723	4.96409	4.60039	3.71586	3.56551	3.3761
Zbtb46	1.54145	1.64698	1.80437	1.35229	1.41388	1.21784	2.40804	2.40573	2.45947	4.07067	4.54869	4.6919
Zbtb48	2.85733	3.0016	3.21883	5.19455	4.85677	4.68303	3.28653	3.28695	3.70607	4.76972	4.79459	4.70472
Zbtb49	1.63645	1.35931	1.44186	1.54594	1.93107	1.89515	1.63921	2.00096	1.94546	2.90953	2.69952	3.00513
Zbtb5	4.99299	4.80735	4.93884	4.58498	4.5113	4.46445	2.47485	2.11224	2.31672	2.59967	2.35367	2.30206
Zbtb6	4.76855	4.97183	4.54575	6.31587	5.79602	5.64857	8.73113	8.7255	8.4471	11.231	12.0135	11.9168
Zbtb7a	9.99104	9.84436	9.69888	9.12161	9.33112	9.0045	11.5779	11.5968	11.9863	10.2359	9.86549	10.4036
Zbtb7b	15.8235	16.5072	15.7727	10.7952	10.4628	10.7809	7.40903	7.81003	8.00393	5.85702	6.28071	6.21515
Zbtb7c	1.10737	1.08941	0.968116	3.15558	3.00344	3.04839	3.03402	3.04671	3.35259	1.50121	1.70009	1.44976
Zbtb8a	1.29598	1.30293	1.34943	2.21154	2.31018	2.12858	1.75827	1.95229	1.84495	1.94319	2.00483	1.8635
Zbtb8b	0	0	0	0	0	0	0.0288962	0.0843404	0.045481	0.00675552	0.0144587	0.00671969
Zbtb8os	25.2874	25.3274	23.4539	39.9017	37.9237	39.0199	8.02552	8.50033	7.59037	7.87521	8.78772	8.80426
Zbtb9	4.99877	5.16652	4.77843	9.1832	8.8525	9.16847	7.89196	8.12195	7.42158	10.8667	11.6545	11.2218
Zc2hc1a	26.6074	25.0051	25.422	12.6173	11.1668	11.4833	8.64311	8.58723	8.14967	9.42413	10.0781	9.54507
Zc2hc1c	0.476818	0.487884	0.572892	0.840239	0.7888	0.819389	0.991019	0.904286	1.0788	0.862318	1.05539	0.985914
Zc3h10	4.88372	5.53623	5.23268	4.32915	4.26777	4.32407	5.32132	4.66661	5.46434	5.94379	5.92829	5.96515
